,tokens,labels
10014,"['Beaufort', 'had', 'taken', 'effectual', 'measures', 'to', 'conceal', 'himself', ',', 'and', 'it', 'was', 'ten', 'months', 'before', 'my', 'father', 'discovered', 'his', 'abode', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10015,"['Overjoyed', 'at', 'this', 'discovery', ',', 'he', 'hastened', 'to', 'the', 'house', ',', 'which', 'was', 'situated', 'in', 'a', 'mean', 'street', 'near', 'the', 'Reuss', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10016,"['But', 'when', 'he', 'entered', ',', 'misery', 'and', 'despair', 'alone', 'welcomed', 'him', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10017,"['Beaufort', 'had', 'saved', 'but', 'a', 'very', 'small', 'sum', 'of', 'money', 'from', 'the', 'wreck', 'of', 'his', 'fortunes', ',', 'but', 'it', 'was', 'sufficient', 'to', 'provide', 'him', 'with', 'sustenance', 'for', 'some', 'months', ',', 'and', 'in', 'the', 'meantime', 'he', 'hoped', 'to', 'procure', 'some', 'respectable', 'employment', 'in', 'a', 'merchant', ""'s"", 'house', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10018,"['The', 'interval', 'was', ',', 'consequently', ',', 'spent', 'in', 'inaction', ';', 'his', 'grief', 'only', 'became', 'more', 'deep', 'and', 'rankling', 'when', 'he', 'had', 'leisure', 'for', 'reflection', ',', 'and', 'at', 'length', 'it', 'took', 'so', 'fast', 'hold', 'of', 'his', 'mind', 'that', 'at', 'the', 'end', 'of', 'three', 'months', 'he', 'lay', 'on', 'a', 'bed', 'of', 'sickness', ',', 'incapable', 'of', 'any', 'exertion', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10019,"['His', 'daughter', 'attended', 'him', 'with', 'the', 'greatest', 'tenderness', ',', 'but', 'she', 'saw', 'with', 'despair', 'that', 'their', 'little', 'fund', 'was', 'rapidly', 'decreasing', 'and', 'that', 'there', 'was', 'no', 'other', 'prospect', 'of', 'support', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10020,"['But', 'Caroline', 'Beaufort', 'possessed', 'a', 'mind', 'of', 'an', 'uncommon', 'mould', ',', 'and', 'her', 'courage', 'rose', 'to', 'support', 'her', 'in', 'her', 'adversity', '.']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10021,"['She', 'procured', 'plain', 'work', ';', 'she', 'plaited', 'straw', 'and', 'by', 'various', 'means', 'contrived', 'to', 'earn', 'a', 'pittance', 'scarcely', 'sufficient', 'to', 'support', 'life', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10022,"['Several', 'months', 'passed', 'in', 'this', 'manner', '.']","[0, 0, 0, 0, 0, 0, 0]"
10023,"['Her', 'father', 'grew', 'worse', ';', 'her', 'time', 'was', 'more', 'entirely', 'occupied', 'in', 'attending', 'him', ';', 'her', 'means', 'of', 'subsistence', 'decreased', ';', 'and', 'in', 'the', 'tenth', 'month', 'her', 'father', 'died', 'in', 'her', 'arms', ',', 'leaving', 'her', 'an', 'orphan', 'and', 'a', 'beggar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10024,"['This', 'last', 'blow', 'overcame', 'her', ',', 'and', 'she', 'knelt', 'by', 'Beaufort', ""'s"", 'coffin', 'weeping', 'bitterly', ',', 'when', 'my', 'father', 'entered', 'the', 'chamber', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10025,"['He', 'came', 'like', 'a', 'protecting', 'spirit', 'to', 'the', 'poor', 'girl', ',', 'who', 'committed', 'herself', 'to', 'his', 'care', ';', 'and', 'after', 'the', 'interment', 'of', 'his', 'friend', 'he', 'conducted', 'her', 'to', 'Geneva', 'and', 'placed', 'her', 'under', 'the', 'protection', 'of', 'a', 'relation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10026,"['Two', 'years', 'after', 'this', 'event', 'Caroline', 'became', 'his', 'wife', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
10027,"['There', 'was', 'a', 'considerable', 'difference', 'between', 'the', 'ages', 'of', 'my', 'parents', ',', 'but', 'this', 'circumstance', 'seemed', 'to', 'unite', 'them', 'only', 'closer', 'in', 'bonds', 'of', 'devoted', 'affection', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10028,"['There', 'was', 'a', 'sense', 'of', 'justice', 'in', 'my', 'father', ""'s"", 'upright', 'mind', 'which', 'rendered', 'it', 'necessary', 'that', 'he', 'should', 'approve', 'highly', 'to', 'love', 'strongly', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10029,"['Perhaps', 'during', 'former', 'years', 'he', 'had', 'suffered', 'from', 'the', 'late-discovered', 'unworthiness', 'of', 'one', 'beloved', 'and', 'so', 'was', 'disposed', 'to', 'set', 'a', 'greater', 'value', 'on', 'tried', 'worth', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10030,"['There', 'was', 'a', 'show', 'of', 'gratitude', 'and', 'worship', 'in', 'his', 'attachment', 'to', 'my', 'mother', ',', 'differing', 'wholly', 'from', 'the', 'doting', 'fondness', 'of', 'age', ',', 'for', 'it', 'was', 'inspired', 'by', 'reverence', 'for', 'her', 'virtues', 'and', 'a', 'desire', 'to', 'be', 'the', 'means', 'of', ',', 'in', 'some', 'degree', ',', 'recompensing', 'her', 'for', 'the', 'sorrows', 'she', 'had', 'endured', ',', 'but', 'which', 'gave', 'inexpressible', 'grace', 'to', 'his', 'behaviour', 'to', 'her', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10031,"['Everything', 'was', 'made', 'to', 'yield', 'to', 'her', 'wishes', 'and', 'her', 'convenience', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10032,"['He', 'strove', 'to', 'shelter', 'her', ',', 'as', 'a', 'fair', 'exotic', 'is', 'sheltered', 'by', 'the', 'gardener', ',', 'from', 'every', 'rougher', 'wind', 'and', 'to', 'surround', 'her', 'with', 'all', 'that', 'could', 'tend', 'to', 'excite', 'pleasurable', 'emotion', 'in', 'her', 'soft', 'and', 'benevolent', 'mind', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10033,"['Her', 'health', ',', 'and', 'even', 'the', 'tranquillity', 'of', 'her', 'hitherto', 'constant', 'spirit', ',', 'had', 'been', 'shaken', 'by', 'what', 'she', 'had', 'gone', 'through', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10034,"['During', 'the', 'two', 'years', 'that', 'had', 'elapsed', 'previous', 'to', 'their', 'marriage', 'my', 'father', 'had', 'gradually', 'relinquished', 'all', 'his', 'public', 'functions', ';', 'and', 'immediately', 'after', 'their', 'union', 'they', 'sought', 'the', 'pleasant', 'climate', 'of', 'Italy', ',', 'and', 'the', 'change', 'of', 'scene', 'and', 'interest', 'attendant', 'on', 'a', 'tour', 'through', 'that', 'land', 'of', 'wonders', ',', 'as', 'a', 'restorative', 'for', 'her', 'weakened', 'frame', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10035,"['From', 'Italy', 'they', 'visited', 'Germany', 'and', 'France', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
10036,"['I', ',', 'their', 'eldest', 'child', ',', 'was', 'born', 'at', 'Naples', ',', 'and', 'as', 'an', 'infant', 'accompanied', 'them', 'in', 'their', 'rambles', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10037,"['I', 'remained', 'for', 'several', 'years', 'their', 'only', 'child', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
10038,"['Much', 'as', 'they', 'were', 'attached', 'to', 'each', 'other', ',', 'they', 'seemed', 'to', 'draw', 'inexhaustible', 'stores', 'of', 'affection', 'from', 'a', 'very', 'mine', 'of', 'love', 'to', 'bestow', 'them', 'upon', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10039,"['My', 'mother', ""'s"", 'tender', 'caresses', 'and', 'my', 'father', ""'s"", 'smile', 'of', 'benevolent', 'pleasure', 'while', 'regarding', 'me', 'are', 'my', 'first', 'recollections', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10040,"['I', 'was', 'their', 'plaything', 'and', 'their', 'idol', ',', 'and', 'something', 'better', '--', 'their', 'child', ',', 'the', 'innocent', 'and', 'helpless', 'creature', 'bestowed', 'on', 'them', 'by', 'heaven', ',', 'whom', 'to', 'bring', 'up', 'to', 'good', ',', 'and', 'whose', 'future', 'lot', 'it', 'was', 'in', 'their', 'hands', 'to', 'direct', 'to', 'happiness', 'or', 'misery', ',', 'according', 'as', 'they', 'fulfilled', 'their', 'duties', 'towards', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10041,"['With', 'this', 'deep', 'consciousness', 'of', 'what', 'they', 'owed', 'towards', 'the', 'being', 'to', 'which', 'they', 'had', 'given', 'life', ',', 'added', 'to', 'the', 'active', 'spirit', 'of', 'tenderness', 'that', 'animated', 'both', ',', 'it', 'may', 'be', 'imagined', 'that', 'while', 'during', 'every', 'hour', 'of', 'my', 'infant', 'life', 'I', 'received', 'a', 'lesson', 'of', 'patience', ',', 'of', 'charity', ',', 'and', 'of', 'self-control', ',', 'I', 'was', 'so', 'guided', 'by', 'a', 'silken', 'cord', 'that', 'all', 'seemed', 'but', 'one', 'train', 'of', 'enjoyment', 'to', 'me', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10042,"['For', 'a', 'long', 'time', 'I', 'was', 'their', 'only', 'care', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10043,"['My', 'mother', 'had', 'much', 'desired', 'to', 'have', 'a', 'daughter', ',', 'but', 'I', 'continued', 'their', 'single', 'offspring', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10044,"['When', 'I', 'was', 'about', 'five', 'years', 'old', ',', 'while', 'making', 'an', 'excursion', 'beyond', 'the', 'frontiers', 'of', 'Italy', ',', 'they', 'passed', 'a', 'week', 'on', 'the', 'shores', 'of', 'the', 'Lake', 'of', 'Como', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10045,"['Their', 'benevolent', 'disposition', 'often', 'made', 'them', 'enter', 'the', 'cottages', 'of', 'the', 'poor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10046,"['This', ',', 'to', 'my', 'mother', ',', 'was', 'more', 'than', 'a', 'duty', ';', 'it', 'was', 'a', 'necessity', ',', 'a', 'passion', '--', 'remembering', 'what', 'she', 'had', 'suffered', ',', 'and', 'how', 'she', 'had', 'been', 'relieved', '--', 'for', 'her', 'to', 'act', 'in', 'her', 'turn', 'the', 'guardian', 'angel', 'to', 'the', 'afflicted', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10047,"['During', 'one', 'of', 'their', 'walks', 'a', 'poor', 'cot', 'in', 'the', 'foldings', 'of', 'a', 'vale', 'attracted', 'their', 'notice', 'as', 'being', 'singularly', 'disconsolate', ',', 'while', 'the', 'number', 'of', 'half-clothed', 'children', 'gathered', 'about', 'it', 'spoke', 'of', 'penury', 'in', 'its', 'worst', 'shape', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10048,"['One', 'day', ',', 'when', 'my', 'father', 'had', 'gone', 'by', 'himself', 'to', 'Milan', ',', 'my', 'mother', ',', 'accompanied', 'by', 'me', ',', 'visited', 'this', 'abode', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10049,"['She', 'found', 'a', 'peasant', 'and', 'his', 'wife', ',', 'hard', 'working', ',', 'bent', 'down', 'by', 'care', 'and', 'labour', ',', 'distributing', 'a', 'scanty', 'meal', 'to', 'five', 'hungry', 'babes', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10050,"['Among', 'these', 'there', 'was', 'one', 'which', 'attracted', 'my', 'mother', 'far', 'above', 'all', 'the', 'rest', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10051,"['She', 'appeared', 'of', 'a', 'different', 'stock', '.']","[0, 0, 0, 0, 0, 0, 0]"
10052,"['The', 'four', 'others', 'were', 'dark-eyed', ',', 'hardy', 'little', 'vagrants', ';', 'this', 'child', 'was', 'thin', 'and', 'very', 'fair', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10053,"['Her', 'hair', 'was', 'the', 'brightest', 'living', 'gold', ',', 'and', 'despite', 'the', 'poverty', 'of', 'her', 'clothing', ',', 'seemed', 'to', 'set', 'a', 'crown', 'of', 'distinction', 'on', 'her', 'head', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10054,"['Her', 'brow', 'was', 'clear', 'and', 'ample', ',', 'her', 'blue', 'eyes', 'cloudless', ',', 'and', 'her', 'lips', 'and', 'the', 'moulding', 'of', 'her', 'face', 'so', 'expressive', 'of', 'sensibility', 'and', 'sweetness', 'that', 'none', 'could', 'behold', 'her', 'without', 'looking', 'on', 'her', 'as', 'of', 'a', 'distinct', 'species', ',', 'a', 'being', 'heaven-sent', ',', 'and', 'bearing', 'a', 'celestial', 'stamp', 'in', 'all', 'her', 'features', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10055,"['The', 'peasant', 'woman', ',', 'perceiving', 'that', 'my', 'mother', 'fixed', 'eyes', 'of', 'wonder', 'and', 'admiration', 'on', 'this', 'lovely', 'girl', ',', 'eagerly', 'communicated', 'her', 'history', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10056,"['She', 'was', 'not', 'her', 'child', ',', 'but', 'the', 'daughter', 'of', 'a', 'Milanese', 'nobleman', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10057,"['Her', 'mother', 'was', 'a', 'German', 'and', 'had', 'died', 'on', 'giving', 'her', 'birth', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10058,"['The', 'infant', 'had', 'been', 'placed', 'with', 'these', 'good', 'people', 'to', 'nurse', ':', 'they', 'were', 'better', 'off', 'then', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10059,"['They', 'had', 'not', 'been', 'long', 'married', ',', 'and', 'their', 'eldest', 'child', 'was', 'but', 'just', 'born', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10060,"['The', 'father', 'of', 'their', 'charge', 'was', 'one', 'of', 'those', 'Italians', 'nursed', 'in', 'the', 'memory', 'of', 'the', 'antique', 'glory', 'of', 'Italy', '--', 'one', 'among', 'the', 'schiavi', 'ognor', 'frementi', ',', 'who', 'exerted', 'himself', 'to', 'obtain', 'the', 'liberty', 'of', 'his', 'country', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10061,"['He', 'became', 'the', 'victim', 'of', 'its', 'weakness', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
10062,"['Whether', 'he', 'had', 'died', 'or', 'still', 'lingered', 'in', 'the', 'dungeons', 'of', 'Austria', 'was', 'not', 'known', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10063,"['His', 'property', 'was', 'confiscated', ';', 'his', 'child', 'became', 'an', 'orphan', 'and', 'a', 'beggar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10064,"['She', 'continued', 'with', 'her', 'foster', 'parents', 'and', 'bloomed', 'in', 'their', 'rude', 'abode', ',', 'fairer', 'than', 'a', 'garden', 'rose', 'among', 'dark-leaved', 'brambles', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10065,"['When', 'my', 'father', 'returned', 'from', 'Milan', ',', 'he', 'found', 'playing', 'with', 'me', 'in', 'the', 'hall', 'of', 'our', 'villa', 'a', 'child', 'fairer', 'than', 'pictured', 'cherub', '--', 'a', 'creature', 'who', 'seemed', 'to', 'shed', 'radiance', 'from', 'her', 'looks', 'and', 'whose', 'form', 'and', 'motions', 'were', 'lighter', 'than', 'the', 'chamois', 'of', 'the', 'hills', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10066,"['The', 'apparition', 'was', 'soon', 'explained', '.']","[0, 0, 0, 0, 0, 0]"
10067,"['With', 'his', 'permission', 'my', 'mother', 'prevailed', 'on', 'her', 'rustic', 'guardians', 'to', 'yield', 'their', 'charge', 'to', 'her', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10068,"['They', 'were', 'fond', 'of', 'the', 'sweet', 'orphan', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
10069,"['Her', 'presence', 'had', 'seemed', 'a', 'blessing', 'to', 'them', ',', 'but', 'it', 'would', 'be', 'unfair', 'to', 'her', 'to', 'keep', 'her', 'in', 'poverty', 'and', 'want', 'when', 'Providence', 'afforded', 'her', 'such', 'powerful', 'protection', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10070,"['They', 'consulted', 'their', 'village', 'priest', ',', 'and', 'the', 'result', 'was', 'that', 'Elizabeth', 'Lavenza', 'became', 'the', 'inmate', 'of', 'my', 'parents', ""'"", 'house', '--', 'my', 'more', 'than', 'sister', '--', 'the', 'beautiful', 'and', 'adored', 'companion', 'of', 'all', 'my', 'occupations', 'and', 'my', 'pleasures', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10071,"['Everyone', 'loved', 'Elizabeth', '.']","[0, 0, 1, 0]"
10072,"['The', 'passionate', 'and', 'almost', 'reverential', 'attachment', 'with', 'which', 'all', 'regarded', 'her', 'became', ',', 'while', 'I', 'shared', 'it', ',', 'my', 'pride', 'and', 'my', 'delight', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10073,"['On', 'the', 'evening', 'previous', 'to', 'her', 'being', 'brought', 'to', 'my', 'home', ',', 'my', 'mother', 'had', 'said', 'playfully', ',', '""', 'I', 'have', 'a', 'pretty', 'present', 'for', 'my', 'Victor', '--', 'tomorrow', 'he', 'shall', 'have', 'it', '.', '""']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
10074,"['And', 'when', ',', 'on', 'the', 'morrow', ',', 'she', 'presented', 'Elizabeth', 'to', 'me', 'as', 'her', 'promised', 'gift', ',', 'I', ',', 'with', 'childish', 'seriousness', ',', 'interpreted', 'her', 'words', 'literally', 'and', 'looked', 'upon', 'Elizabeth', 'as', 'mine', '--', 'mine', 'to', 'protect', ',', 'love', ',', 'and', 'cherish', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10075,"['All', 'praises', 'bestowed', 'on', 'her', 'I', 'received', 'as', 'made', 'to', 'a', 'possession', 'of', 'my', 'own', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10076,"['We', 'called', 'each', 'other', 'familiarly', 'by', 'the', 'name', 'of', 'cousin', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10077,"['No', 'word', ',', 'no', 'expression', 'could', 'body', 'forth', 'the', 'kind', 'of', 'relation', 'in', 'which', 'she', 'stood', 'to', 'me', '--', 'my', 'more', 'than', 'sister', ',', 'since', 'till', 'death', 'she', 'was', 'to', 'be', 'mine', 'only', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10078,"['CHAPTER', 'ONE', 'A', 'Place', 'for', 'Demons', 'IT', 'WAS', 'FELLING', 'NIGHT', ',', 'and', 'the', 'usual', 'crowd', 'had', 'gathered', 'at', 'the', 'Waystone', 'Inn', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10079,"['Five', 'was', ""n't"", 'much', 'of', 'a', 'crowd', ',', 'but', 'five', 'was', 'as', 'many', 'as', 'the', 'Waystone', 'ever', 'saw', 'these', 'days', ',', 'times', 'being', 'what', 'they', 'were', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10080,"['Old', 'Cob', 'was', 'filling', 'his', 'role', 'as', 'storyteller', 'and', 'advice', 'dispensary', '.']","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10081,"['The', 'men', 'at', 'the', 'bar', 'sipped', 'their', 'drinks', 'and', 'listened', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10082,"['In', 'the', 'back', 'room', 'a', 'young', 'innkeeper', 'stood', 'out', 'of', 'sight', 'behind', 'the', 'door', ',', 'smiling', 'as', 'he', 'listened', 'to', 'the', 'details', 'of', 'a', 'familiar', 'story', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
10083,"['""', 'When', 'he', 'awoke', ',', 'Taborlin', 'the', 'Great', 'found', 'himself', 'locked', 'in', 'a', 'high', 'tower', '.']","[0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
